image_id,label,graphemes
525.png,রাত,"['রা', 'ত']"
526.png,মাঝে,"['মা', 'ঝে']"
527.png,মাঝে,"['মা', 'ঝে']"
528.png,বিদ্যুৎ,"['বি', 'দ্যু', 'ৎ']"
529.png,চমকাচ্ছে,"['চ', 'ম', 'কা', 'চ্ছে']"
530.png,এখন,"['এ', 'খ', 'ন']"
531.png,সময়,"['স', 'ম', 'য়']"
532.png,দরজায়,"['দ', 'র', 'জা', 'য়']"
533.png,কড়া,"['ক', 'ড়া']"
534.png,নাড়ায়,"['না', 'ড়া', 'য়']"
535.png,শব্দ,"['শ', 'ব্দ']"
536.png,পাওয়া,"['পা', 'ও', 'য়া']"
537.png,গেল,"['গে', 'ল']"
538.png,গোপাল,"['গো', 'পা', 'ল']"
540.png,জানলা,"['জা', 'ন', 'লা']"
541.png,খুলে,"['খু', 'লে']"
542.png,দেখবার,"['দে', 'খ', 'বা', 'র']"
543.png,চেষ্টা,"['চে', 'ষ্টা']"
544.png,করল,"['ক', 'র', 'ল']"
545.png,কে,['কে']
546.png,কড়া,"['ক', 'ড়া']"
547.png,নাড়ছে,"['না', 'ড়', 'ছে']"
548.png,দেখল,"['দে', 'খ', 'ল']"
549.png,এক,"['এ', 'ক']"
550.png,ভদ্রলোক,"['ভ', 'দ্র', 'লো', 'ক']"
551.png,কড়া,"['ক', 'ড়া']"
552.png,নাড়ছে,"['না', 'ড়', 'ছে']"
553.png,দোতলা,"['দো', 'ত', 'লা']"
554.png,থেকেই,"['থে', 'কে', 'ই']"
555.png,গোপাল,"['গো', 'পা', 'ল']"
556.png,জিজ্ঞেস,"['জি', 'জ্ঞে', 'স']"
557.png,করল,"['ক', 'র', 'ল']"
558.png,কে,['কে']
559.png,আপনি,"['আ', 'প', 'নি']"
560.png,এই,"['এ', 'ই']"
561.png,অসময়ে,"['অ', 'স', 'ম', 'য়ে']"
562.png,কড়া,"['ক', 'ড়া']"
563.png,নাড়ছেন,"['না', 'ড়', 'ছে', 'ন']"
564.png,ভদ্রলোক,"['ভ', 'দ্র', 'লো', 'ক']"
565.png,বললেন,"['ব', 'ল', 'লে', 'ন']"
566.png,আমি,"['আ', 'মি']"
567.png,একজন,"['এ', 'ক', 'জ', 'ন']"
568.png,বিদেশি,"['বি', 'দে', 'শি']"
569.png,তা,['তা']
570.png,এখানে,"['এ', 'খা', 'নে']"
571.png,আপনার,"['আ', 'প', 'না', 'র']"
572.png,কী,['কী']
573.png,চাই,"['চা', 'ই']"
574.png,এই,"['এ', 'ই']"
576.png,রাতে,"['রা', 'তে']"
577.png,বড়ই,"['ব', 'ড়', 'ই']"
578.png,বিপদে,"['বি', 'প', 'দে']"
579.png,পড়েছি,"['প', 'ড়ে', 'ছি']"
580.png,প্রশ্নঃ,"['প্র', 'শ্ন', 'ঃ']"
581.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
582.png,তায়ালা,"['তা', 'য়া', 'লা']"
583.png,অতিক্ষমাশীল,"['অ', 'তি', 'ক্ষ', 'মা', 'শী', 'ল']"
584.png,এর,"['এ', 'র']"
585.png,ব্যাখ্য,"['ব্যা', 'খ্য']"
586.png,উত্তরঃ,"['উ', 'ত্ত', 'র', 'ঃ']"
587.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
588.png,তায়ালা,"['তা', 'য়া', 'লা']"
589.png,অতিক্ষমাশীল,"['অ', 'তি', 'ক্ষ', 'মা', 'শী', 'ল']"
590.png,এর,"['এ', 'র']"
591.png,কর,"['ক', 'র']"
592.png,মানুষ,"['মা', 'নু', 'ষ']"
593.png,শয়তানের,"['শ', 'য়', 'তা', 'নে', 'র']"
594.png,প্ররোচনায়,"['প্র', 'রো', 'চ', 'না', 'য়']"
595.png,পড়ে,"['প', 'ড়ে']"
596.png,অন্যায়,"['অ', 'ন্যা', 'য়']"
597.png,করে,"['ক', 'রে']"
598.png,ফেলে,"['ফে', 'লে']"
599.png,পাপ,"['পা', 'প']"
600.png,কর্ম,"['ক', 'র্ম']"
601.png,করে,"['ক', 'রে']"
602.png,বসে,"['ব', 'সে']"
603.png,তখন,"['ত', 'খ', 'ন']"
604.png,যদি,"['য', 'দি']"
605.png,সে,['সে']
606.png,অনুতপ্ত,"['অ', 'নু', 'ত', 'প্ত']"
607.png,হয়,"['হ', 'য়']"
608.png,ভুল,"['ভু', 'ল']"
609.png,স্বীকার,"['স্বী', 'কা', 'র']"
610.png,করে,"['ক', 'রে']"
611.png,পাপ,"['পা', 'প']"
612.png,কাজ,"['কা', 'জ']"
613.png,থেকে,"['থে', 'কে']"
614.png,ফিরে,"['ফি', 'রে']"
615.png,আসে,"['আ', 'সে']"
616.png,এবং,"['এ', 'ব', 'ং']"
617.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
618.png,তায়ালার,"['তা', 'য়া', 'লা', 'র']"
619.png,কাছে,"['কা', 'ছে']"
620.png,আন্তরিকভাবে,"['আ', 'ন্ত', 'রি', 'ক', 'ভা', 'বে']"
621.png,ক্ষমা,"['ক্ষ', 'মা']"
622.png,চায়,"['চা', 'য়']"
623.png,তাহলে,"['তা', 'হ', 'লে']"
624.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
625.png,তাকে,"['তা', 'কে']"
626.png,ক্ষমা,"['ক্ষ', 'মা']"
627.png,করে,"['ক', 'রে']"
628.png,দেন,"['দে', 'ন']"
629.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
630.png,অতিক্ষমাশীল,"['অ', 'তি', 'ক্ষ', 'মা', 'শী', 'ল']"
631.png,আল্লাহ,"['আ', 'ল্লা', 'হ']"
632.png,তায়ালা,"['তা', 'য়া', 'লা']"
633.png,বলেন,"['ব', 'লে', 'ন']"
634.png,হে,['হে']
635.png,আমার,"['আ', 'মা', 'র']"
636.png,বান্দাগন,"['বা', 'ন্দা', 'গ', 'ন']"
637.png,তোমরা,"['তো', 'ম', 'রা']"
638.png,যারা,"['যা', 'রা']"
639.png,নিজেদের,"['নি', 'জে', 'দে', 'র']"
640.png,প্রতি,"['প্র', 'তি']"
641.png,বিচার,"['বি', 'চা', 'র']"
642.png,করেছ,"['ক', 'রে', 'ছ']"
643.png,আমি,"['আ', 'মি']"
644.png,বাংলায়,"['বা', 'ং', 'লা', 'য়']"
645.png,গান,"['গা', 'ন']"
646.png,গাই,"['গা', 'ই']"
647.png,আমি,"['আ', 'মি']"
648.png,আমার,"['আ', 'মা', 'র']"
649.png,আমিকে,"['আ', 'মি', 'কে']"
650.png,চিরদিন,"['চি', 'র', 'দি', 'ন']"
651.png,এই,"['এ', 'ই']"
652.png,বাংলায়,"['বা', 'ং', 'লা', 'য়']"
653.png,খুঁজে,"['খুঁ', 'জে']"
654.png,পাই,"['পা', 'ই']"
655.png,এরপর,"['এ', 'র', 'প', 'র']"
656.png,আর,"['আ', 'র']"
657.png,পারিনা,"['পা', 'রি', 'না']"
659.png,ভুলে,"['ভু', 'লে']"
660.png,গেছি,"['গে', 'ছি']"
661.png,আমি,"['আ', 'মি']"
662.png,তো,['তো']
663.png,লাইন,"['লা', 'ই', 'ন']"
664.png,লিখেছিলাম,"['লি', 'খে', 'ছি', 'লা', 'ম']"
665.png,পরে,"['প', 'রে']"
666.png,মহসিন,"['ম', 'হ', 'সি', 'ন']"
667.png,বলল,"['ব', 'ল', 'ল']"
668.png,যে,['যে']
669.png,আরো,"['আ', 'রো']"
670.png,লিখতে,"['লি', 'খ', 'তে']"
671.png,হবে,"['হ', 'বে']"
672.png,তাই,"['তা', 'ই']"
673.png,এই,"['এ', 'ই']"
674.png,কয়েকটা,"['ক', 'য়ে', 'ক', 'টা']"
675.png,লাইন,"['লা', 'ই', 'ন']"
676.png,আবার,"['আ', 'বা', 'র']"
677.png,লিখলাম,"['লি', 'খ', 'লা', 'ম']"
678.png,থিসিসে,"['থি', 'সি', 'সে']"
679.png,অংশগ্রহণকারীদের,"['অ', 'ং', 'শ', 'গ্র', 'হ', 'ণ', 'কা', 'রী', 'দে', 'র']"
680.png,জন্য,"['জ', 'ন্য']"
681.png,শুভ,"['শু', 'ভ']"
682.png,কামনা,"['কা', 'ম', 'না']"
683.png,রইল,"['র', 'ই', 'ল']"
684.png,তথ্য,"['ত', 'থ্য']"
685.png,ও,['ও']
686.png,যোগাযোগ,"['যো', 'গা', 'যো', 'গ']"
687.png,প্রযুক্তির,"['প্র', 'যু', 'ক্তি', 'র']"
689.png,সাথে,"['সা', 'থে']"
690.png,বিনোদনের,"['বি', 'নো', 'দ', 'নে', 'র']"
691.png,জগতে,"['জ', 'গ', 'তে']"
692.png,একটা,"['এ', 'ক', 'টা']"
693.png,নতুন,"['ন', 'তু', 'ন']"
694.png,দিক,"['দি', 'ক']"
695.png,উন্মোচিত,"['উ', 'ন্মো', 'চি', 'ত']"
696.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
697.png,এটি,"['এ', 'টি']"
698.png,ঘটেছে,"['ঘ', 'টে', 'ছে']"
699.png,দুইভাবে,"['দু', 'ই', 'ভা', 'বে']"
700.png,প্রথমত,"['প্র', 'থ', 'ম', 'ত']"
702.png,কীভাবে,"['কী', 'ভা', 'বে']"
703.png,মানুষ,"['মা', 'নু', 'ষ']"
704.png,গ্রহণ,"['গ্র', 'হ', 'ণ']"
705.png,করবে,"['ক', 'র', 'বে']"
706.png,সেই,"['সে', 'ই']"
707.png,প্রক্রিয়াটিতে,"['প্র', 'ক্রি', 'য়া', 'টি', 'তে']"
708.png,একটা,"['এ', 'ক', 'টা']"
709.png,মৌলিক,"['মৌ', 'লি', 'ক']"
710.png,পরিবর্তন,"['প', 'রি', 'ব', 'র্ত', 'ন']"
711.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
712.png,দ্বিতীয়ত,"['দ্বি', 'তী', 'য়', 'ত']"
713.png,বিনোদনের,"['বি', 'নো', 'দ', 'নে', 'র']"
714.png,ভিন্ন,"['ভি', 'ন্ন']"
715.png,ভিন্ন,"['ভি', 'ন্ন']"
717.png,একটা,"['এ', 'ক', 'টা']"
718.png,গুনগত,"['গু', 'ন', 'গ', 'ত']"
719.png,পরিবর্তন,"['প', 'রি', 'ব', 'র্ত', 'ন']"
720.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
721.png,দেখা,"['দে', 'খা']"
722.png,থাক,"['থা', 'ক']"
723.png,বিনোদন,"['বি', 'নো', 'দ', 'ন']"
724.png,গ্রহনের,"['গ্র', 'হ', 'নে', 'র']"
725.png,প্রক্রিয়ায়,"['প্র', 'ক্রি', 'য়া', 'য়']"
726.png,পরিবর্তনটি,"['প', 'রি', 'ব', 'র্ত', 'ন', 'টি']"
727.png,কিভাবে,"['কি', 'ভা', 'বে']"
728.png,মানুষকে,"['মা', 'নু', 'ষ', 'কে']"
729.png,ঘরের,"['ঘ', 'রে', 'র']"
730.png,বাইরে,"['বা', 'ই', 'রে']"
731.png,যেতে,"['যে', 'তে']"
732.png,হতো,"['হ', 'তো']"
733.png,সিনেমা,"['সি', 'নে', 'মা']"
734.png,দেখতে,"['দে', 'খ', 'তে']"
735.png,হলে,"['হ', 'লে']"
736.png,সিনেমা,"['সি', 'নে', 'মা']"
737.png,হলে,"['হ', 'লে']"
738.png,যেতে,"['যে', 'তে']"
739.png,হতো,"['হ', 'তো']"
740.png,খেলা,"['খে', 'লা']"
741.png,দেখতে,"['দে', 'খ', 'তে']"
742.png,হলে,"['হ', 'লে']"
743.png,খেলার,"['খে', 'লা', 'র']"
744.png,মাঠে,"['মা', 'ঠে']"
745.png,যেতে,"['যে', 'তে']"
746.png,হতো,"['হ', 'তো']"
747.png,গান,"['গা', 'ন']"
748.png,শুনতে,"['শু', 'ন', 'তে']"
749.png,হলে,"['হ', 'লে']"
750.png,গানের,"['গা', 'নে', 'র']"
751.png,জলসায়,"['জ', 'ল', 'সা', 'য়']"
752.png,যেতে,"['যে', 'তে']"
753.png,হতো,"['হ', 'তো']"
754.png,এখন,"['এ', 'খ', 'ন']"
755.png,এ,['এ']
756.png,ধরনের,"['ধ', 'র', 'নে', 'র']"
757.png,বিনোদনের,"['বি', 'নো', 'দ', 'নে', 'র']"
758.png,জন্য,"['জ', 'ন্য']"
759.png,আর,"['আ', 'র']"
760.png,ঘর,"['ঘ', 'র']"
761.png,থেকে,"['থে', 'কে']"
762.png,বাহিরে,"['বা', 'হি', 'রে']"
763.png,বের,"['বে', 'র']"
764.png,হতে,"['হ', 'তে']"
765.png,যেতে,"['যে', 'তে']"
766.png,পারে,"['পা', 'রে']"
767.png,এটা,"['এ', 'টা']"
768.png,হচ্ছে,"['হ', 'চ্ছে']"
769.png,প্রাচীনতম,"['প্রা', 'চী', 'ন', 'ত', 'ম']"
770.png,শাখা,"['শা', 'খা']"
771.png,তার,"['তা', 'র']"
772.png,বিজ্ঞানীরা,"['বি', 'জ্ঞা', 'নী', 'রা']"
773.png,আগেই,"['আ', 'গে', 'ই']"
774.png,অনেক,"['অ', 'নে', 'ক']"
776.png,দানা,"['দা', 'না']"
777.png,বিজ্ঞানগুলো,"['বি', 'জ্ঞা', 'ন', 'গু', 'লো']"
779.png,জ্যোতির্বিদ্যা,"['জ্যো', 'তি', 'র্বি', 'দ্যা']"
780.png,শাখা,"['শা', 'খা']"
781.png,গুরুত্বপূর্ণ,"['গু', 'রু', 'ত্ব', 'পূ', 'র্ণ']"
782.png,পদার্থবিজ্ঞানের,"['প', 'দা', 'র্থ', 'বি', 'জ্ঞা', 'নে', 'র']"
783.png,করতে,"['ক', 'র', 'তে']"
784.png,শুরু,"['শু', 'রু']"
785.png,করেছিলেন,"['ক', 'রে', 'ছি', 'লে', 'ন']"
788.png,যেমন,"['যে', 'ম', 'ন']"
789.png,প্রাচীনতম,"['প্রা', 'চী', 'ন', 'ত', 'ম']"
790.png,শাখা,"['শা', 'খা']"
791.png,ঠিক,"['ঠি', 'ক']"
792.png,সেভাবে,"['সে', 'ভা', 'বে']"
793.png,বলা,"['ব', 'লা']"
794.png,যেতে,"['যে', 'তে']"
795.png,পারে,"['পা', 'রে']"
796.png,এটা,"['এ', 'টা']"
797.png,সবচেয়ে,"['স', 'ব', 'চে', 'য়ে']"
798.png,মৌলিক,"['মৌ', 'লি', 'ক']"
799.png,এর,"['এ', 'র']"
800.png,ওপর,"['ও', 'প', 'র']"
801.png,ভিত্তি,"['ভি', 'ত্তি']"
802.png,করে,"['ক', 'রে']"
803.png,রসায়ন,"['র', 'সা', 'য়', 'ন']"
804.png,দাঁড়িয়েছে,"['দাঁ', 'ড়ি', 'য়ে', 'ছে']"
805.png,রসায়নের,"['র', 'সা', 'য়', 'নে', 'র']"
806.png,ওপর,"['ও', 'প', 'র']"
807.png,ভিত্তি,"['ভি', 'ত্তি']"
808.png,করে,"['ক', 'রে']"
809.png,জীববিজ্ঞান,"['জী', 'ব', 'বি', 'জ্ঞা', 'ন']"
810.png,দাঁড়িয়েছে,"['দাঁ', 'ড়ি', 'য়ে', 'ছে']"
811.png,আবার,"['আ', 'বা', 'র']"
812.png,জীববিজ্ঞানের,"['জী', 'ব', 'বি', 'জ্ঞা', 'নে', 'র']"
813.png,ভিত্তি,"['ভি', 'ত্তি']"
814.png,করে,"['ক', 'রে']"
815.png,অ,['অ']
816.png,অনেক,"['অ', 'নে', 'ক']"
817.png,বিষয়,"['বি', 'ষ', 'য়']"
818.png,দাঁড়িয়ে,"['দাঁ', 'ড়ি', 'য়ে']"
819.png,আছে,"['আ', 'ছে']"
820.png,সাধারনভাবে,"['সা', 'ধা', 'র', 'ন', 'ভা', 'বে']"
821.png,আমরা,"['আ', 'ম', 'রা']"
822.png,বলতে,"['ব', 'ল', 'তে']"
823.png,পারি,"['পা', 'রি']"
824.png,বিজ্ঞানের,"['বি', 'জ্ঞা', 'নে', 'র']"
825.png,যে,['যে']
826.png,শাখা,"['শা', 'খা']"
827.png,পদার্থ,"['প', 'দা', 'র্থ']"
828.png,আর,"['আ', 'র']"
829.png,শক্তি,"['শ', 'ক্তি']"
830.png,এবং,"['এ', 'ব', 'ং']"
831.png,এ,['এ']
832.png,দুইয়ের,"['দু', 'ই', 'য়ে', 'র']"
833.png,মাঝে,"['মা', 'ঝে']"
834.png,যে,['যে']
835.png,তাকে,"['তা', 'কে']"
836.png,বোঝার,"['বো', 'ঝা', 'র']"
837.png,চেষ্টা,"['চে', 'ষ্টা']"
838.png,করে,"['ক', 'রে']"
839.png,বাঙালির,"['বা', 'ঙা', 'লি', 'র']"
841.png,ভাষা,"['ভা', 'ষা']"
842.png,আন্দোলন,"['আ', 'ন্দো', 'ল', 'ন']"
843.png,এবং,"['এ', 'ব', 'ং']"
844.png,তাঁর,"['তাঁ', 'র']"
845.png,লেখার,"['লে', 'খা', 'র']"
846.png,নতুন,"['ন', 'তু', 'ন']"
847.png,মাত্রা,"['মা', 'ত্রা']"
848.png,অর্জন,"['অ', 'র্জ', 'ন']"
849.png,কয়েছে,"['ক', 'য়ে', 'ছে']"
850.png,ইংরেজি,"['ই', 'ং', 'রে', 'জি']"
851.png,রুক্ষ,"['রু', 'ক্ষ']"
852.png,ফরাসি,"['ফ', 'রা', 'সি']"
853.png,হিন্দি,"['হি', 'ন্দি']"
854.png,জাপানি,"['জা', 'পা', 'নি']"
855.png,কোরিয়ান,"['কো', 'রি', 'য়া', 'ন']"
856.png,ফিনিশ,"['ফি', 'নি', 'শ']"
858.png,আরবি,"['আ', 'র', 'বি']"
859.png,মালে,"['মা', 'লে']"
861.png,ইত্যাদি,"['ই', 'ত্যা', 'দি']"
862.png,বেশ,"['বে', 'শ']"
863.png,কয়েটি,"['ক', 'য়ে', 'টি']"
864.png,ভাষার,"['ভা', 'ষা', 'র']"
865.png,তাঁর,"['তাঁ', 'র']"
866.png,বেশ,"['বে', 'শ']"
867.png,কিছু,"['কি', 'ছু']"
868.png,ও,['ও']
869.png,উপন্যাস,"['উ', 'প', 'ন্যা', 'স']"
871.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
872.png,বিদেশি,"['বি', 'দে', 'শি']"
873.png,বেশ,"['বে', 'শ']"
874.png,কয়েকটি,"['ক', 'য়ে', 'ক', 'টি']"
875.png,বিশ্ববিদ্যালয়ে,"['বি', 'শ্ব', 'বি', 'দ্যা', 'ল', 'য়ে']"
876.png,তার,"['তা', 'র']"
877.png,উপন্যাস,"['উ', 'প', 'ন্যা', 'স']"
879.png,হয়েছে,"['হ', 'য়ে', 'ছে']"
880.png,তাঁর,"['তাঁ', 'র']"
883.png,নদী,"['ন', 'দী']"
885.png,নীল,"['নী', 'ল']"
886.png,যৌবন,"['যৌ', 'ব', 'ন']"
887.png,মগ্নতা,"['ম', 'গ্ন', 'তা']"
